,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre
883,Memory Lane (Sittin' in da Park),Nas,57,0.648,0.841,0,-4.322,1,0.212,0.31,0.0,0.136,0.624,89.564,2W58HMaCbjcUfZnZaeHtcC,248213,4,hiphop
884,Feelin' It,JAY-Z,53,0.558,0.703,10,-7.851,1,0.304,0.322,0.0,0.376,0.709,81.849,2ey8VvW7LS4G0q9xtgEtBA,227360,4,hiphop
885,The Light,Common,55,0.934,0.649,7,-6.465,1,0.266,0.114,1.71e-06,0.0807,0.685,97.026,5fybLNY2eBRnEGg8SUW6yk,243587,4,hiphop
886,Nikes On My Feet,Mac Miller,63,0.8,0.569,9,-5.104,0,0.265,0.563,0.0,0.111,0.589,92.063,29GefKRTSVW3ag4Xegm8jP,164632,4,hiphop
887,Crumblin' Erb,OutKast,54,0.802,0.593,7,-9.72,1,0.267,0.0782,0.0,0.282,0.55,89.66,3T790QTg0ebUUk5tCRbtbN,309867,4,hiphop
888,"Paris, Tokyo",Lupe Fiasco,53,0.734,0.64,9,-7.638,0,0.182,0.0895,0.0,0.173,0.351,90.011,2dXME00xUY1CRcMZsM3Y4q,270653,4,hiphop
889,I Used to Love H.E.R.,Common,55,0.74,0.445,1,-13.222,1,0.397,0.074,3.4e-05,0.424,0.593,91.745,4TboAbE2pCUUB0fk6Q9rUU,278707,4,hiphop
890,Everything I Am,Kanye West,63,0.631,0.623,8,-6.969,1,0.265,0.463,1.7e-06,0.151,0.765,80.23,2T8bL4YC49Ska1yl74qcS0,227893,4,hiphop
891,Growing Apart (To Get Closer),Kendrick Lamar,51,0.586,0.533,8,-9.943,0,0.366,0.368,0.0,0.175,0.59,106.835,2AyFYSaJjz9XMc0kMr1R3a,220995,5,hiphop
892,Fear,Drake,51,0.334,0.783,9,-6.144,0,0.181,0.0615,0.0,0.109,0.308,83.944,5WfBl43XUcWng7OnB8LKNW,280667,4,hiphop
893,Travellin' Man - Remastered,dj honda,45,0.651,0.836,10,-6.291,0,0.199,0.0181,0.000238,0.172,0.796,91.079,5BAwVGuohBVscZWyoLCkkG,318573,4,hiphop
894,Black Mags,The Cool Kids,47,0.749,0.577,4,-6.446,0,0.295,0.0984,1.08e-05,0.316,0.459,172.035,0e0zaVxDmUPK0JyRSzgWOE,191107,4,hiphop
895,What They Call Me,Rah Digga,42,0.768,0.81,6,-7.109,0,0.414,0.128,0.0,0.0741,0.797,91.148,79qSLBw54yfALjCp41cTkn,229333,4,hiphop
896,Tainted,Slum Village,49,0.915,0.442,9,-6.321,0,0.226,0.0102,1.62e-05,0.279,0.65,92.81,6tc2nHTmQjXQXo2ybeVZB7,266960,4,hiphop
897,Beautiful Bliss,Wale,45,0.493,0.935,11,-3.074,0,0.335,0.0822,0.0,0.283,0.64,80.005,5oRl4vsiT00kl4fDfxGeEt,304613,4,hiphop
898,"Just Begun (feat. Jay Electronica, J. Cole and Mos Def)",Talib Kweli,50,0.629,0.787,7,-5.623,1,0.376,0.263,0.0,0.357,0.713,85.698,4lHN90buToyId0wJsdl7ij,227373,4,hiphop
899,The Way You Do It,Little Brother,43,0.711,0.395,8,-5.943,1,0.165,0.634,0.00478,0.154,0.814,95.892,3i41IyAffrHvFDmoic9sMv,272053,4,hiphop
900,Royalty,Gang Starr,47,0.635,0.777,7,-4.206,1,0.33,0.0627,0.0,0.381,0.767,90.204,0g0VWoGnz4RDoUw1f8Wvcp,311400,4,hiphop
901,Sneakers,Raekwon,42,0.854,0.784,10,-5.176,0,0.402,0.17,0.0,0.352,0.674,90.069,65b9yKBAWxOVXyeuQrGypA,181493,4,hiphop
902,Exhibit A (Transformations),Jay Electronica,49,0.455,0.804,9,-5.667,0,0.302,0.254,0.0,0.095,0.148,85.569,2OmMD7AWmZflqnrDeSGKR4,233258,4,hiphop
903,I Got a Love,Pete Rock & C.L. Smooth,43,0.733,0.615,0,-6.6,1,0.288,0.011,0.00135,0.302,0.663,90.13,5wMaeveG7gyj8OXBmjNgAz,311307,4,hiphop
904,Keep It Moving,Q-Tip,42,0.673,0.665,6,-5.698,1,0.26,0.434,0.0,0.162,0.67,98.223,0VGzxH2QqChB4nSOVEoxJS,241307,4,hiphop
905,Much More (feat. Yummy),De La Soul,48,0.676,0.777,2,-4.459,1,0.171,0.0327,0.0,0.262,0.372,92.687,5zEP0MRnDe5qwL361xBz0B,245493,4,hiphop
906,How Ya Livin' featuring Nas,AZ,49,0.831,0.508,9,-7.511,0,0.309,0.0634,0.0,0.0731,0.728,87.054,4z1swK8bYaJUUEHESWqPbG,270733,4,hiphop
907,5 O'clock (K-Def Remix) [feat. Nonchalant] [Bonus Track],"Pete Rock, Marley Marl",42,0.759,0.803,10,-6.152,0,0.233,0.143,0.0235,0.111,0.789,172.043,5anZi6BM5SWn6u6wrVYsgy,263221,4,hiphop
908,Bridge To Bama - Remix,Soulive,41,0.907,0.487,0,-4.932,1,0.374,0.33,0.0,0.0631,0.843,93.331,0K4JQuXVBvWv5xGB7fYw9x,277040,4,hiphop
909,The Specialist - Explicit Album Version,Ali Vegas,39,0.909,0.491,7,-11.152,1,0.289,0.00284,0.0,0.0279,0.874,92.987,1qlakQGzeV50acXXsc282h,211067,4,hiphop
910,Born 2 Live,O.C.,45,0.785,0.648,7,-6.907,1,0.279,0.0157,0.00198,0.1,0.506,92.08,7oCZpPJcPDZfeIy2t6gqSg,271867,4,hiphop
911,Uknowhowwedu,Bahamadia,55,0.534,0.596,6,-10.289,1,0.388,0.641,2.16e-05,0.276,0.908,185.733,5KapB9KJnRsZrprzIAXycW,214867,4,hiphop
912,Thick,D.I.T.C.,42,0.756,0.854,9,-4.918,1,0.309,0.069,0.0,0.0832,0.92,92.866,7ImXlOjKprb3ADIeSTqHmg,222440,4,hiphop
913,Super Lyrical (feat. Black Thought Of The Roots),Big Pun,45,0.771,0.857,6,-5.816,0,0.394,0.0958,2.06e-05,0.0576,0.714,90.546,3z0oGegdilNokKYPXjLrqo,208227,4,hiphop
914,Who Got Da Props,Black Moon,55,0.805,0.653,8,-11.251,0,0.185,0.138,0.0,0.1,0.257,100.349,5CRM9TgBcwRbK3LyHUJhrQ,270067,4,hiphop
915,Play Date,Melanie Martinez,91,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,4DpNNXFMMxQEKl7r0ykkWA,179867,4,hiphop
916,Address It,LPB Poody,63,0.884,0.631,10,-7.345,0,0.225,0.0116,0.0,0.0732,0.348,94.51,6ZzDXVb1tqFH1b02OywsrK,147017,4,hiphop
917,ily,Surf Mesa,37,0.668,0.802,11,-7.317,0,0.0816,0.0581,0.0125,0.362,0.293,112.039,6bJnv3XAkUBlNQ9CKiICKl,181071,4,hiphop
918,Laxed – Siren Beat,Jawsh 685,69,0.736,0.62,0,-8.481,0,0.11,0.0577,0.692,0.318,0.959,150.026,3BJiF37kmX4HCfYSO7qBnQ,201990,4,hiphop
919,U Was At The Club (Bottoms Up),The Boyboy West Coast,65,0.845,0.791,3,-3.674,1,0.161,0.0186,0.107,0.0957,0.843,117.987,4CIMIZRcwllSonMlzr5wd2,196400,4,hiphop
920,Stunnin',Curtis Waters,67,0.906,0.604,11,-8.332,0,0.0746,0.329,0.0,0.255,0.899,99.996,2LUdpPCiiza6UQugipjMeS,144013,4,hiphop
921,Say So (feat. Nicki Minaj) - Original Version,Doja Cat,63,0.822,0.696,11,-4.412,0,0.144,0.228,9.21e-06,0.365,0.84,110.997,1KNh3GCalI00xnSGQZNmiZ,206760,4,hiphop
922,Let's Do It Again,J Boog,78,0.631,0.696,0,-5.631,0,0.211,0.578,0.0,0.0784,0.927,173.537,4TBtGrMgUYH7D5Tf5HLvyz,192177,4,hiphop
923,Wait a Minute!,WILLOW,82,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,0y60itmpH0aPKsFiGxmtnh,196520,4,hiphop
924,Look What You Made Me Do,Jack Leopards & The Dolphin Club,55,0.64,0.234,9,-14.448,0,0.0555,0.378,0.0644,0.084,0.147,127.912,4JKJdil8crNoWXwp2bzD0Y,217589,4,hiphop
925,Geek'd (feat. Lil Baby),Bhad Bhabie,67,0.855,0.562,9,-7.099,0,0.299,0.485,7.89e-06,0.112,0.193,164.053,3nQQotHU6YtE0Z4kiMNoW8,133691,4,hiphop
926,Magic In The Hamptons (feat. Lil Yachty),Social House,82,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,2Yer0p7uB2lVBUAtANuuQp,164640,4,hiphop
927,You Broke My Heart Again,Teqkoi,75,0.451,0.143,3,-15.685,1,0.235,0.956,0.0,0.195,0.233,149.509,3jZDWsoxRHzzp3DYV8qeXE,103400,4,hiphop
928,Think About Things,Daði Freyr,73,0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.0838,0.612,127.001,2iRniYXjMHKmwXqA2jYXP7,173386,4,hiphop
929,Walked In,Ultradiox,66,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032,0VwUHGgi9xr7EXW6gUkcc9,107404,4,hiphop
930,Times We Had,Barlito,69,0.849,0.7,7,-6.138,0,0.259,0.46,0.0,0.653,0.704,142.996,0taGy8aBzOXCLdPwbPykpz,229799,4,hiphop
931,death bed (coffee for your head) (feat. beabadoobee),Powfu,98,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,7eJMfftS33KTjuF7lTsMCx,173333,4,hiphop
932,Roses - Imanbek Remix,SAINt JHN,97,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,24Yi9hE78yPEbZ4kxyoXAI,176840,4,hiphop
933,Banana (feat. Shaggy),Conkarah,71,0.856,0.834,8,-4.012,1,0.245,0.0582,0.0,0.0721,0.824,95.056,6ON9qDoT2beR9dQ0evOOj1,184421,4,hiphop
934,Fishy on Me,Dr. Sus,72,0.908,0.342,1,-7.651,1,0.196,0.651,0.0,0.195,0.505,99.959,1k6GEdfONk9Fs6JgrC8aBN,132885,4,hiphop
935,Soap,Melanie Martinez,71,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,03f7xZmt2wHCIDJBFPK8G4,209427,4,hiphop
936,Cradles,Sub Urban,80,0.581,0.585,1,-1.87,1,0.369,0.27,6.48e-05,0.179,0.63,67.443,18A7ha5BitZjmdHTCwXFbU,209829,3,hiphop
937,LEMONS - Demo,Brye,70,0.501,0.168,4,-13.682,0,0.304,0.901,0.0,0.134,0.514,82.574,5ukAQcKEIJuzIbP55xp07x,193208,4,hiphop
938,Birthday Bitch,Trap Beckham,57,0.957,0.674,0,-9.728,1,0.103,0.000949,0.000215,0.17,0.522,102.481,4ZFtNZuzzdHjYKARA8TEh2,197467,4,hiphop
939,Becky,Championxiii,64,0.934,0.439,4,-9.564,0,0.338,0.00506,0.0,0.092,0.289,140.022,2VDadIDCFgDqvVCvaDPtn9,118776,4,hiphop
940,Bella Ciao - HUGEL Remix,El Profesor,51,0.842,0.489,11,-7.856,0,0.0832,0.223,0.00619,0.0875,0.645,126.004,2B47oiEZ1OymvYf1JNvkjB,164955,4,hiphop
941,Boys Ain't Shit,SAYGRACE,78,0.826,0.616,1,-4.729,0,0.137,0.435,0.00631,0.334,0.842,102.996,6vzLbfskWigBsCzNdB0kfE,175884,4,hiphop
942,Hit It,Yung Skrrt,54,0.857,0.763,10,-0.856,0,0.133,0.0684,0.134,0.0755,0.93,97.5,6NDCcyeeCjjFE37FHIAh0f,99077,4,hiphop
943,Pew Pew Pew,Auntie Hammy,59,0.953,0.57,9,-6.996,1,0.228,0.116,0.000367,0.0489,0.369,130.018,4YpB6dVeCG1UTsk3MWbwKn,164308,4,hiphop
944,Surrender,Natalie Taylor,84,0.39,0.448,5,-8.57,0,0.0276,0.8,0.182,0.107,0.077,144.89,0ecC8p17cDNlxHXkuYqeR6,183103,5,hiphop
945,FEFE,6ix9ine,81,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,2l8nEO0vsTRCRnGqQty6qx,179405,4,hiphop
946,Bad Boy,Yung Bae,76,0.861,0.82,1,-4.807,0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,1dtTRXifeGC51adYy0902s,187571,4,hiphop
947,Personal,HRVY,76,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,33KJ2xFYONOlIYDBg6wPx8,198040,4,hiphop
948,Carole Baskin,Bombs Away,48,0.769,0.825,1,-5.998,1,0.136,0.0176,0.000206,0.0854,0.503,127.999,5SVyVtv3xjDwmm4hh4MMRz,202505,4,hiphop
949,Breaking Me,Topic,91,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,3H7ihDc1dqLriiWXwsc2po,166794,4,hiphop
950,The Less I Know The Better,Tame Impala,85,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,4,hiphop
951,You,Petit Biscuit,64,0.57,0.339,9,-13.549,0,0.0645,0.949,0.924,0.0968,0.487,162.387,4gRuC34ZpRcpVXxMXM1csQ,231131,4,hiphop
952,Astronomia,Vicetone,75,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,665AK0ovB11McZRwfa852G,198095,4,hiphop
953,Shooting Stars,Bag Raiders,3,0.649,0.716,11,-6.232,1,0.0445,0.0879,0.03,0.0824,0.503,124.968,2lZHCWCUkxLuQ5skJhkoyS,235813,4,hiphop
954,Fuck It up (feat. Yg),Kamaiyah,73,0.634,0.669,0,-7.369,1,0.0682,0.432,0.0,0.552,0.431,98.044,4rr19p6NPfg8oUazZQnkS8,141845,4,hiphop
955,Kraazy,Likybo,74,0.689,0.701,6,-9.477,0,0.237,0.314,0.0,0.123,0.37,94.982,3s2Qd1rsWqbvOoxpFTRp8D,151579,4,hiphop
956,Supalonely,BENEE,95,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4nK5YrxbMGZstTLbvj6Gxw,223480,4,hiphop
957,Breathe,Years & Years,75,0.746,0.486,10,-7.004,1,0.0344,0.222,1.41e-06,0.123,0.417,92.057,267nfLfaSSDa9ivHncHynh,233228,4,hiphop
958,Doin Too Much,Kash Doll,64,0.845,0.446,7,-9.866,1,0.365,0.00272,0.000432,0.328,0.801,160.091,3O2gpEXz5HZ5uTxeeRE1M1,149092,4,hiphop
959,Josslyn,Olivia O'Brien,77,0.331,0.769,2,-4.5,1,0.166,0.0121,0.0,0.649,0.376,83.061,0UhKDHeZw2kHOz9HiRNFBH,189120,4,hiphop
960,Myself,Bazzi,79,0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,5YLHLxoZsodDWjqSgjhBf3,167553,4,hiphop
961,Rain,Aitch,80,0.871,0.87,9,-4.797,1,0.202,0.0262,1.98e-06,0.109,0.83,150.147,5LBikzSkad9yQ6RH87Gdrm,183066,4,hiphop
962,The Take (feat. Chris Brown),Tory Lanez,83,0.464,0.547,7,-8.137,0,0.339,0.0511,0.0,0.155,0.423,67.003,0Odu228D0yGcFySGuxU4rY,221492,4,hiphop
963,Rover (feat. DTG),S1mba,42,0.613,0.624,11,-6.66,0,0.206,0.496,0.0,0.283,0.804,62.948,4NzsZHfwEWCaxlyUV95Aai,167917,5,hiphop
964,Y U Gotta B Like That,Audrey Mika,73,0.732,0.413,9,-6.353,1,0.0702,0.287,0.0,0.0565,0.761,92.066,45StvejYUdIsyUwqdZ7iJM,154456,4,hiphop
965,Heart On Ice,Rod Wave,82,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,6fWa5CRgy0z30OeGZyMBvD,159670,3,hiphop
966,Wish,Diplo,69,0.57,0.903,9,-4.835,1,0.0905,0.0748,0.0,0.199,0.603,93.943,7lxOjQyVsHQ8toQeT7IgCc,175273,4,hiphop
967,Pump It Up,Endor,79,0.899,0.894,1,-7.255,1,0.222,0.203,9.95e-05,0.0606,0.654,129.045,0GiwV6v3AgJfdu59tj719Y,150635,4,hiphop
968,Pills N Potions,Nicki Minaj,65,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-06,0.0443,0.168,169.658,0nnRUsgfm4uQUYTCIH9NZy,268000,4,hiphop
969,Hello?,Clairo,75,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,7qwt4xUIqQWCu1DJf96g2k,135016,4,hiphop
970,FML,Arizona Zervas,23,0.816,0.59,2,-5.961,0,0.121,0.0854,0.0,0.108,0.612,100.137,2W4smyeMF0Zhr2KZhAsl99,222961,4,hiphop
971,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,82,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,2FvD20Z8aoWIePi7PoN8sG,136366,4,hiphop
972,Can I (feat. Tory Lanez),Kehlani,77,0.493,0.786,6,-3.948,1,0.233,0.454,0.0,0.0992,0.535,117.03,0uDdI4fAXCuNhQbmxENdsO,179897,4,hiphop
973,Martin & Gina,Polo G,77,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,1VLtjHwRWOVJiE5Py7JxoQ,132833,4,hiphop
974,Go Crazy,Chris Brown,66,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,5E1aFH3QO8NHlocnXIPTYo,176960,4,hiphop
975,12 O'Clock (feat. Jacquees),Ace Hood,52,0.844,0.414,5,-9.643,0,0.0839,0.069,1.17e-06,0.174,0.493,133.036,3aP21nzH8QYEr4yDmNorEu,234020,4,hiphop
976,Flaws and All - Lil Durk Remix,Ebenezer,44,0.746,0.452,8,-10.395,0,0.128,0.303,0.0,0.261,0.581,145.959,2tlp5BS5ap8aQJ0x5naXLJ,206301,4,hiphop
977,Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,76,0.783,0.524,1,-6.828,1,0.115,0.0404,0.0,0.087,0.153,144.989,6In6SkveIw26thdYRhHTVX,172320,4,hiphop
978,Away Park,Kota the Friend,60,0.616,0.488,4,-9.748,1,0.492,0.79,0.0,0.151,0.373,129.322,11isa6vd9bEXBAaM8BIKbG,253387,4,hiphop
979,SexBeat,Usher,66,0.566,0.827,0,-4.895,0,0.0799,0.00378,0.0,0.173,0.106,119.795,6u7nfDFpwoDhtnXv9eRI5C,285670,4,hiphop
980,Ice Cold,K CAMP,60,0.939,0.438,1,-5.857,1,0.126,0.0692,0.0,0.138,0.625,118.007,2ZLXySbOZbdg1uLpC48zzJ,195815,4,hiphop
981,L.O.V. (feat. Ann Marie),Shordie Shordie,48,0.629,0.7,6,-5.387,1,0.114,0.0776,0.0,0.09,0.766,152.012,4YFoJ6sCZZRv03MaKkAPjc,179586,4,hiphop
982,SAD SH*T,DaBaby,71,0.835,0.466,6,-8.949,0,0.391,0.195,0.0,0.372,0.562,124.885,6ChpgWt7s2ksM1Y3l0D9sk,217467,4,hiphop
983,For The Ladies,Buddy,48,0.889,0.415,8,-6.989,0,0.0719,0.0134,0.0,0.874,0.722,126.92,4baHf18XINTgcCwhXBez4a,219120,4,hiphop
984,Penthouse Red,Tory Lanez,64,0.518,0.55,7,-8.705,0,0.476,0.0453,0.0,0.137,0.224,84.369,0nh0CYu2oWeHr10rwgweTc,175892,4,hiphop
985,SAVAGE ANTHEM,PARTYNEXTDOOR,65,0.285,0.329,8,-12.212,1,0.0446,0.526,0.0205,0.158,0.148,159.409,2BwTTHpaBZ9DuARYrIccyh,376061,3,hiphop
986,Same Thing,Lil Baby,65,0.902,0.85,7,-6.39,1,0.358,0.0389,0.0,0.0838,0.556,120.132,2XEsbmynS9dLSzNSuZzfXF,162791,5,hiphop
987,"Black Men Don’t Cheat (feat. Ari Lennox, 6LACK & Tink)",K CAMP,49,0.608,0.561,5,-6.938,0,0.386,0.0273,0.0,0.327,0.496,131.969,3G8JS0xH2X719fJorj2j0T,212760,4,hiphop
988,(NYB) Need Your Best,Jadakiss,53,0.585,0.721,6,-4.805,0,0.23,0.164,0.0,0.232,0.802,78.546,48MBW7efxZIVdwiZw1aFrG,199173,4,hiphop
989,Cinderella Story,A Boogie Wit da Hoodie,64,0.639,0.571,4,-7.332,1,0.511,0.272,0.0,0.144,0.569,88.047,18AIesWCXvIbXu8RqQw1E1,185455,4,hiphop
990,Love... (Her Fault) [feat. Bryson Tiller],Wale,69,0.59,0.598,7,-7.153,1,0.609,0.0697,0.0,0.112,0.34,156.073,6cSBm4mtcuFtClN6yDvjQo,212500,4,hiphop
991,BMO,Ari Lennox,66,0.72,0.647,1,-5.411,0,0.0642,0.0116,0.000206,0.571,0.809,157.877,7Ffgp7DIow5wECYQyzEiTq,146914,4,hiphop
992,Make the Most (feat. H.E.R.),Lonr.,60,0.592,0.693,1,-6.918,1,0.359,0.366,0.0,0.0807,0.837,78.123,5NWgHc5T5HlG0Nz9FgmZT1,213851,4,hiphop
993,One Night Stand,Trap Manny,45,0.705,0.689,5,-10.3,0,0.113,0.025,0.0,0.183,0.515,126.019,1X9bF3LBRezCTSsJvHmnem,262892,4,hiphop
994,L.O.V.,Shordie Shordie,53,0.605,0.696,10,-6.779,0,0.233,0.271,0.0,0.37,0.679,152.011,6QpWjZqpolfCwOmkfcJ1kI,195600,4,hiphop
995,Don't Cry (feat. Trevor Jackson),ADÉ,51,0.821,0.629,2,-5.762,1,0.0894,0.41,0.0,0.11,0.767,95.038,3euW9EMdMuXASWySHKq9UT,184055,4,hiphop
996,Bye Felicia,Metro Marrs,45,0.87,0.39,1,-11.201,0,0.0953,0.0936,9.53e-05,0.331,0.298,125.019,60u0gbHvuuM1cplegyPIvD,219387,4,hiphop
997,Luv Is Art (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,66,0.489,0.554,2,-8.437,1,0.183,0.212,1.9e-06,0.088,0.331,86.584,0LVaWrTztFOuN7g7gcyLs8,161056,4,hiphop
998,ALL TO YOU (feat. Kiana Ledé),Russ,61,0.488,0.387,11,-7.562,0,0.039,0.854,0.0,0.136,0.518,149.385,0Bigou27TPeAglUOWYm5b2,184493,4,hiphop
999,One and Only (feat. Ella Mai),J Hus,57,0.566,0.66,1,-6.068,0,0.139,0.173,1.35e-06,0.172,0.844,93.507,0PjtIvwCFQMkWoFTVWsCsi,206840,4,hiphop
1000,On Call,Lightshow,43,0.652,0.561,2,-8.737,0,0.0786,0.218,0.0,0.246,0.119,89.964,01qJmLA4PkBwBBE3xWhNzv,217606,4,hiphop
1001,Love Songs - Remix,Kaash Paige,63,0.62,0.364,5,-12.125,1,0.155,0.71,0.00149,0.0986,0.448,119.722,5EFczt9dqrCu60udoD41Yy,150000,4,hiphop
1002,Fuck Tha Police,N.W.A.,70,0.859,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,5n8Aro6j1bEGIy7Tpo7FV7,345717,4,hiphop
1003,Boyz-N-The-Hood,Eazy-E,67,0.785,0.479,3,-10.247,1,0.362,0.0417,3.5e-05,0.334,0.727,87.691,5RGXoZt1qxmAErdhbyKJKq,339893,4,hiphop
1004,Gangsta's Fairytale,Ice Cube,39,0.953,0.868,11,-5.793,0,0.258,0.0567,0.0,0.106,0.807,109.823,4xRvQuzOtgywjjPQxBzLSX,206640,4,hiphop
1005,I Get Around,2Pac,54,0.84,0.717,10,-4.368,0,0.105,0.12,1.29e-05,0.298,0.675,96.224,74kHlIr01X459gqsSdNilW,258640,4,hiphop
1006,Gangsta's Paradise,Coolio,80,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,7lQWRAjyhTpCWFC0jmclT4,240693,4,hiphop
1007,California Love - Original Version,2Pac,64,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,3ia3dJETSOllPsv3LJkE35,284907,4,hiphop
1008,Passin' Me By,The Pharcyde,67,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,4G3dZN9o3o2X4VKwt4CLts,303493,4,hiphop
1009,I'm a Player - Street Version,Too $hort,57,0.88,0.558,9,-10.426,1,0.217,0.121,3.35e-05,0.119,0.597,89.024,4XiZFtOlgXYtrp88tGNnk8,361267,4,hiphop
1010,Once Upon A Time In The Projects,Ice Cube,36,0.816,0.603,6,-6.795,1,0.282,0.00094,0.0,0.0767,0.8,154.323,13oxfar9b55OVxMMfDBycD,247339,4,hiphop
1011,Straight Outta Compton,N.W.A.,70,0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,6KIKRz9eSTXdNsGUnomdtW,258688,4,hiphop
1012,Insane in the Brain,Cypress Hill,70,0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,1oTHteQbmJw15rPxPVXUTv,208267,4,hiphop
1013,Westside Story,The Game,61,0.876,0.647,11,-3.917,1,0.28,0.16,0.0,0.238,0.961,86.993,0lOe1dR2TNkJMCjIcRuw6T,223067,4,hiphop
1014,How I Could Just Kill a Man,Cypress Hill,62,0.769,0.675,6,-13.326,1,0.0724,0.000722,0.000149,0.0904,0.803,101.884,6l4wMAXzI8RxIysQMYZY0w,252240,4,hiphop
1015,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,49,0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175,4rLpAOk5KVNcqEMK3m6Lje,246347,4,hiphop
1016,Dollaz + Sense,DJ Quik,56,0.833,0.64,10,-5.674,0,0.219,0.0184,0.0,0.102,0.465,99.284,5xEm63lXBhJKZgjRDMWH3H,352907,4,hiphop
1017,I Got Love,Nate Dogg,61,0.912,0.416,10,-5.943,0,0.164,0.437,0.306,0.09,0.677,90.013,52riputZ4Vo5PG9MOSy6r5,236227,4,hiphop
1018,The Humpty Dance,Digital Underground,62,0.813,0.693,10,-8.0,0,0.266,0.0341,0.0,0.121,0.618,103.508,3OcQkcvTcohs8vO8Rd3sKF,391693,4,hiphop
1019,Blow the Whistle,Too $hort,62,0.907,0.625,1,-5.557,1,0.198,0.0042,0.0,0.151,0.605,99.918,2lMg3lCMOGistaWBNGjuT3,163133,4,hiphop
1020,X,Xzibit,59,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,5stZnlPMYz3Ba8Hbo3ajlP,255640,4,hiphop
1021,Bow Down,Westside Connection,58,0.897,0.458,9,-11.01,1,0.279,0.0208,0.0,0.419,0.513,92.928,2Vpj5colB0MPy3Zg5SITEC,206827,4,hiphop
1022,"New York, New York",Tha Dogg Pound,40,0.827,0.532,2,-4.775,1,0.302,0.0219,2.91e-05,0.127,0.694,87.257,3ooAjhyOZ1xttGD0iq1GVO,290440,4,hiphop
1023,Straight Up Menace,MC Eiht,58,0.756,0.53,7,-9.639,1,0.142,0.00138,0.00701,0.323,0.524,79.855,5UQOmTylBEdsIfSn37v3DO,274307,4,hiphop
1024,Getto Jam,Domino,51,0.802,0.547,9,-12.085,1,0.131,0.0312,1.34e-06,0.326,0.492,86.576,2mGxDOaHdBWnJY7V0In8Vx,259280,4,hiphop
1025,Where I Wanna Be,Shade Sheist,51,0.837,0.568,8,-6.899,1,0.0574,0.0514,0.0203,0.0781,0.429,96.899,3wQ8RcbLwNRH53FelAVCkX,260027,4,hiphop
1026,Worst Comes To Worst,Dilated Peoples,51,0.801,0.732,8,-7.211,0,0.359,0.273,0.0,0.49,0.832,92.044,4bHrZLxaOU1gfAz0rZAnCx,216000,4,hiphop
